,Title,Year,AltTitleList
321,"Lehrbuch der deutschen Einheitskurzschrift für den Schul-, Vereins- und Selbstunterricht / Teil 1. Die Verkehrsschrift",1930,"Lehrbuch der deutschen Einheitskurzschrift für den Schul-, Vereins- und Selbstunterricht / Teil . Die Verkehrsschrift"
324,Lehrbuch der Psychiatrie,1930,Lehrbuch der Psychiatrie
325,Lehrbuch und Atlas der Spaltlampenmikroskopie des Lebenden Auges,1930,Lehrbuch und Atlas der Spaltlampenmikroskopie des Lebenden Auges
326,Leitfaden für die physiologischen Übungen,1930,Leitfaden für die physiologischen Übungen
328,Lungen- und Rippenfellentzündung,1930,Lungen- und Rippenfellentzündung
329,Maier-Rothschild-Bibliothek / 8. Aufgaben zur Buchhaltung,1930,Maier-Rothschild-Bibliothek / . Aufgaben zur Buchhaltung
330,Maier-Rothschild-Bibliothek / 9. Lösungen d. Aufgaben zur Buchhaltung,1930,Maier-Rothschild-Bibliothek / . Lösungen d. Aufgaben zur Buchhaltung
331,Maier-Rothschild-Bibliothek / 7. Bilanz u. Steuer,1930,Maier-Rothschild-Bibliothek / . Bilanz u. Steuer
333,"Mazdaznan, Ergänzungslehre",1930,"Mazdaznan, Ergänzungslehre"
334,Mechanisierte Grafik,1930,Mechanisierte Grafik
335,Medizinisches Seminar,1930,Medizinisches Seminar
337,"Memeler Dampfboot / *1930, 2 (01.05.-31.08.)",1930,"Memeler Dampfboot / *,  (..-..)"
338,"Memeler Dampfboot / 1930, 3 (02.09.-31.12)",1930,"Memeler Dampfboot / ,  (..-.)"
339,Metallographie der technischen Kupferlegierungen,1930,Metallographie der technischen Kupferlegierungen
340,Meteor Ferdinand Flinsch Frankfurt-M,1930,Meteor Ferdinand Flinsch Frankfurt-M
341,"Mitteilung der Materialprüfungs- und Versuchsanstalt, Forschungsinstitut für Vulkanische Baustoffe, Neuwied",NA,"Mitteilung der Materialprüfungs- und Versuchsanstalt, Forschungsinstitut für Vulkanische Baustoffe, Neuwied"
342,Muster von Schoeller &amp; Hoesch Papierfabrik Gernsbach (Baden),1930,Muster von Schoeller &amp; Hoesch Papierfabrik Gernsbach (Baden)
343,Musterbuch / 3. Briefumschläge Dinformate,1930,Musterbuch / . Briefumschläge Dinformate
344,Musterbuch / 4. Fenster-Briefumschläge,1930,Musterbuch / . Fenster-Briefumschläge
345,Musterbuch / 6. Umschläge verschiedener Größen,1930,Musterbuch / . Umschläge verschiedener Größen
346,Musterbuch / 8. Lohnbeutel,1930,Musterbuch / . Lohnbeutel
347,Musterbuch / Nr. 433 Weiße Briefhüllen,1930,Musterbuch / Nr.  Weiße Briefhüllen
348,"Musterbuch / Nr. 503 86 Lagersorten, aparte Prägungen",1930,"Musterbuch / Nr.   Lagersorten, aparte Prägungen"
349,My experiences as a miner,1930,My experiences as a miner
350,Neue Blätter für den Sozialismus,NA,Neue Blätter für den Sozialismus
351,"Neueste glänzende Erfolge in der Homöopathie, besonders bei seither unheilbaren Krankheiten",1930,"Neueste glänzende Erfolge in der Homöopathie, besonders bei seither unheilbaren Krankheiten"
352,Neurosen und Psychosen der Weiblichen Generationsphasen,1930,Neurosen und Psychosen der Weiblichen Generationsphasen
353,"Nordsee-Handbuch / 1930. Abgeschlossen mit ""Nachrichten für Seefahrer"", Ausgabw 53 vom 28. Dezember 1929",1930,"Nordsee-Handbuch / . Abgeschlossen mit ""Nachrichten für Seefahrer"", Ausgabw  vom . Dezember "
354,Nunquam retrorsum,1930,Nunquam retrorsum
355,"Österreichisches Geburts-Register / Suppl. 14. Österreichisches Geburts-Register Jahrgang 1929 und Nachträge zu den Jahrgängen 1925, 1926, 1927 und 1928",1929,"Österreichisches Geburts-Register / Suppl. . Österreichisches Geburts-Register Jahrgang  und Nachträge zu den Jahrgängen , ,  und "
356,Otologische Röntgendiagnostik,1930,Otologische Röntgendiagnostik
357,Otologische Röntgendiagnostik,1930,Otologische Röntgendiagnostik
358,"Packpapiere, Pergamentpapiere, wasserdichte Papiere, Seidenpapiere / Mappe 20",1930,"Packpapiere, Pergamentpapiere, wasserdichte Papiere, Seidenpapiere / Mappe "
359,Papier-Muster,1930,Papier-Muster
360,"[Papiermusterbuch, Kartonpapiere]",1930,"[Papiermusterbuch, Kartonpapiere]"
361,"[Papiermusterbuch, kleine Papiertüten]",1930,"[Papiermusterbuch, kleine Papiertüten]"
362,Pathologische Anatomie der Idiotie,1930,Pathologische Anatomie der Idiotie
363,Pathologische Anatomie und Histologie der Vergiftungen,1930,Pathologische Anatomie und Histologie der Vergiftungen
364,Pharmakologie der Haut Arƶneimittel Allgemeine Therapie,1930,Pharmakologie der Haut Arƶneimittel Allgemeine Therapie
365,Physikalisch-Chemische Probleme in der Chirurgie,1930,Physikalisch-Chemische Probleme in der Chirurgie
366,Physikalisch-technisches Praktikum für Mediziner,1930,Physikalisch-technisches Praktikum für Mediziner
367,Physikalisch-technisches Praktikum für Mediziner,1930,Physikalisch-technisches Praktikum für Mediziner
368,Physiologie und Pathologie der Hormonorgane · Regulation von Wachstum und Entwicklung · Die Verdauung als Ganzes · Die Ernährung des Menschen als Ganzes · Die Correlativen Funktionen des Autonomen Nervensystems · Regulierung der Wasserstoffionen-Konzentration,1930,Physiologie und Pathologie der Hormonorgane · Regulation von Wachstum und Entwicklung · Die Verdauung als Ganzes · Die Ernährung des Menschen als Ganzes · Die Correlativen Funktionen des Autonomen Nervensystems · Regulierung der Wasserstoffionen-Konzentration
369,Pico Duraplan Kohlepapier,1930,Pico Duraplan Kohlepapier
370,Prachtfarben,1930,Prachtfarben
371,Praktikantenausbildung für Maschinenbau und Elektrotechnik,1930,Praktikantenausbildung für Maschinenbau und Elektrotechnik
372,Praktikum der Gewebepflege oder Explantation Besonders der Gewebezüchtung,1930,Praktikum der Gewebepflege oder Explantation Besonders der Gewebezüchtung
373,Praktische allgemeine Flugmotorenkunde,1930,Praktische allgemeine Flugmotorenkunde
374,Praktische Winke für den Haus- und Obstgarten,1930,Praktische Winke für den Haus- und Obstgarten
375,Praktischer Stahlschiffbau,1930,Praktischer Stahlschiffbau
376,Praktisches Konstruieren von Eisenbetonhochbauten,1930,Praktisches Konstruieren von Eisenbetonhochbauten
377,Preisliste,1930,Preisliste
378,"Preisliste Vorsatz- Papiere, Überzug-Papiere, Umschlag-Kartons",1930,"Preisliste Vorsatz- Papiere, Überzug-Papiere, Umschlag-Kartons"
379,Prioform-Handbuch,1930,Prioform-Handbuch
380,Probleme der sozialen Betriebspolitik,1930,Probleme der sozialen Betriebspolitik
381,Prüfanstalt für Feuerfeste Materialien,1930,Prüfanstalt für Feuerfeste Materialien
382,Rahmentafeln,1930,Rahmentafeln
383,Reinleinen,1930,Reinleinen
384,"Richtlinien für die Krankenkost zum Gebrauch in Krankenhäusern, Privatkliniken · Sanatorien",1930,"Richtlinien für die Krankenkost zum Gebrauch in Krankenhäusern, Privatkliniken · Sanatorien"
385,"Richtlinien für die Krankenkost zum Gebrauch in Krankenhäusern, Privatkliniken · Sanatorien",1930,"Richtlinien für die Krankenkost zum Gebrauch in Krankenhäusern, Privatkliniken · Sanatorien"
386,Royal Backbuch,1930,Royal Backbuch
387,R. von Helmholtz; W. Staby: Die Entwicklung der Lokomotive im Gebiete .../1835–1880,1835,R. von Helmholtz; W. Staby: Die Entwicklung der Lokomotive im Gebiete .../–
388,R. von Helmholtz; W. Staby: Die Entwicklung der Lokomotive im Gebiete .../1835–1880,1835,R. von Helmholtz; W. Staby: Die Entwicklung der Lokomotive im Gebiete .../–
389,Schematische Skizzen zur Einführung in die Chirurgie (Mnemotechnische Propaedeutik),1930,Schematische Skizzen zur Einführung in die Chirurgie (Mnemotechnische Propaedeutik)
390,Schematische Skizzen zur Einführung in die Chirurgie (Mnemotechnische Propaedeutik),1930,Schematische Skizzen zur Einführung in die Chirurgie (Mnemotechnische Propaedeutik)
391,Schnitte und Stanzen. Ein Lehr- und Nachschlagebuch für Studium und Praxis,1930,Schnitte und Stanzen. Ein Lehr- und Nachschlagebuch für Studium und Praxis
392,Schnitte und Stanzen. Ein Lehr- und Nachschlagebuch für Studium und Praxis,1930,Schnitte und Stanzen. Ein Lehr- und Nachschlagebuch für Studium und Praxis
393,Schriften-Muster der Firma Julius Süss jun. (Abteilung: Buchdruckerei),1930,Schriften-Muster der Firma Julius Süss jun. (Abteilung: Buchdruckerei)
394,"Schriftenproben / Grossbuchdruckerei J. P. Bachem GmbH, Köln",1930,"Schriftenproben / Grossbuchdruckerei J. P. Bachem GmbH, Köln"
395,Schwingungstechnik. Ein Handbuch für Ingenieure,1930,Schwingungstechnik. Ein Handbuch für Ingenieure
396,Selbstheilung und Krankheitsverhütung durch Verdauungsreform,1930,Selbstheilung und Krankheitsverhütung durch Verdauungsreform
397,Selektivschutz,1930,Selektivschutz
398,Sertürner-Medaille und Schelenz-Plakette,1930,Sertürner-Medaille und Schelenz-Plakette
399,Sind die „Berlinschen Ringe“ Altersveränderungen?,1930,Sind die „Berlinschen Ringe“ Altersveränderungen?
400,Sinnesphysiologische und psychologische Untersuchungen an Musteliden,1930,Sinnesphysiologische und psychologische Untersuchungen an Musteliden
401,Soziale Krankheit und Soziale Gesundung,1930,Soziale Krankheit und Soziale Gesundung
402,Sperrwerke und Bremsen,1930,Sperrwerke und Bremsen
403,Sperrwerke und Bremsen,1930,Sperrwerke und Bremsen
404,Speƶieller Pflanƶenbau,1930,Speƶieller Pflanƶenbau
405,Statik der Tragwerke,1930,Statik der Tragwerke
406,Steuerbilanz und Steuerersparnis,1930,Steuerbilanz und Steuerersparnis
407,Stoffmuster für Sonderanfertigungen,1930,Stoffmuster für Sonderanfertigungen
408,Studien Über die Plasmalipoide des Blutes,1930,Studien Über die Plasmalipoide des Blutes
409,Studien Über die Plasmalipoide des Blutes,1930,Studien Über die Plasmalipoide des Blutes
410,Syphilitische Geistesstörungen · Psychosen des Rückbildungs- und Greisenalters · Epileptische Reaktionen und Epileptische Krankheiten,1930,Syphilitische Geistesstörungen · Psychosen des Rückbildungs- und Greisenalters · Epileptische Reaktionen und Epileptische Krankheiten
411,"Syphilitische Geistesstörungen, Psychosen des Rückbildungs- und Greisenalters, Epileptische Reaktionen und epileptische Krankheiten",1930,"Syphilitische Geistesstörungen, Psychosen des Rückbildungs- und Greisenalters, Epileptische Reaktionen und epileptische Krankheiten"
414,Technische Winkelmessungen,1930,Technische Winkelmessungen
415,Theorie der Wechselströme,1930,Theorie der Wechselströme
416,Theorie der Wechselströme,1930,Theorie der Wechselströme
417,Toxikologie und Hygiene des Kraftfahrwesens (Auspuffgase und Benzine),1930,Toxikologie und Hygiene des Kraftfahrwesens (Auspuffgase und Benzine)
418,Toxikologie und Hygiene des Kraftfahrwesens (Auspuffgase und Benzine),1930,Toxikologie und Hygiene des Kraftfahrwesens (Auspuffgase und Benzine)
419,Über das elastische Verhalten von Beton,1930,Über das elastische Verhalten von Beton
420,Über das elastische Verhalten von Beton,1930,Über das elastische Verhalten von Beton
421,Über das Problem der Bösartigen Geschwülste,1930,Über das Problem der Bösartigen Geschwülste
422,Ueber Elastizitätsmessungen am Auge,1930,Ueber Elastizitätsmessungen am Auge
423,Über Fagopyrismus,1930,Über Fagopyrismus
424,Ueber kongenitale Lues,1930,Ueber kongenitale Lues
425,"Über Tetrachlorkohlenstoffvergiftungserscheinungen bei Pferden, Deren Zusammenhang mit dem Blutserum-Calciumspiegel und Über Versuche, Die Vergiftungserscheinungen Durch Erhöhen des Blutkalkgehaltes Abzuschwächen",1930,"Über Tetrachlorkohlenstoffvergiftungserscheinungen bei Pferden, Deren Zusammenhang mit dem Blutserum-Calciumspiegel und Über Versuche, Die Vergiftungserscheinungen Durch Erhöhen des Blutkalkgehaltes Abzuschwächen"
426,"Über Tetrachlorkohlenstoffvergiftungserscheinungen bei Pferden, Deren Zusammenhang mit dem Blutserum-Calciumspiegel und Über Versuche, Die Vergiftungserscheinungen Durch Erhöhen des Blutkalkgehaltes Abzuschwächen",1930,"Über Tetrachlorkohlenstoffvergiftungserscheinungen bei Pferden, Deren Zusammenhang mit dem Blutserum-Calciumspiegel und Über Versuche, Die Vergiftungserscheinungen Durch Erhöhen des Blutkalkgehaltes Abzuschwächen"
427,Unkräuter im Ackerbau der Neuzeit,1930,Unkräuter im Ackerbau der Neuzeit
428,Unspe?ifische Therapie,1930,Unspe?ifische Therapie
429,Unspeƶifische Therapie,1930,Unspeƶifische Therapie
430,Untersuchungen über die Arbeitsteilung im Bienenstaat,1930,Untersuchungen über die Arbeitsteilung im Bienenstaat
431,Untersuchungen über die Plagiotropie der Coleus-Seiten-Sprosse,1930,Untersuchungen über die Plagiotropie der Coleus-Seiten-Sprosse
432,Untersuchungen über die Sexualität der Myxomyceten,1930,Untersuchungen über die Sexualität der Myxomyceten
433,Untersuchungen über die Zusammenhänge zwischen stomatärer Öffnungsweite und bekannten Intensitäten bestimmter Spektralbezirke,1930,Untersuchungen über die Zusammenhänge zwischen stomatärer Öffnungsweite und bekannten Intensitäten bestimmter Spektralbezirke
434,Untersuchungsmethoden der Erdölindustrie,1930,Untersuchungsmethoden der Erdölindustrie
435,Verdauungsdrüsen,1930,Verdauungsdrüsen
436,Versuche zur Ermittlung der Knickspannungen für verschiedene Baustähle,1930,Versuche zur Ermittlung der Knickspannungen für verschiedene Baustähle
437,Versuche zur Ermittlung der Knickspannungen für verschiedene Baustähle,1930,Versuche zur Ermittlung der Knickspannungen für verschiedene Baustähle
438,"Volkstümliche Namen der Arzneimittel, Drogen, Heilkräuter und Chemikalien",1930,"Volkstümliche Namen der Arzneimittel, Drogen, Heilkräuter und Chemikalien"
439,Vorrichtungen zum staubfreien Umfüllen und Verpacken staubförmiger Stoffe,1930,Vorrichtungen zum staubfreien Umfüllen und Verpacken staubförmiger Stoffe
440,Wanderungen durch die Mark Brandenburg / T. 1,1930,Wanderungen durch die Mark Brandenburg / T. 
441,Wanderungen durch die Mark Brandenburg / T. 2,1930,Wanderungen durch die Mark Brandenburg / T. 
443,Wechselstrom-Leistungsmessungen,1930,Wechselstrom-Leistungsmessungen
444,Weibliche Geschlechtsorgane,1930,Weibliche Geschlechtsorgane
445,Weibliche Geschlechtsorgane,1930,Weibliche Geschlechtsorgane
446,Weibliche Geschlechtsorgane,1930,Weibliche Geschlechtsorgane
447,Werkstoff-Fragen des heutigen Dampfkesselbaues,1930,Werkstoff-Fragen des heutigen Dampfkesselbaues
448,Wir besuchen Reichenbach,1930,Wir besuchen Reichenbach
449,Woher die Kindlein kommen / 2. Wie Hannchen Mutter ward,1930,Woher die Kindlein kommen / . Wie Hannchen Mutter ward
451,Zehn Jahre Fremdherrschaft am Rhein,1930,Zehn Jahre Fremdherrschaft am Rhein
477,Zur Praxis der Begutachtung,1930,Zur Praxis der Begutachtung
478,Über den Abbau der Bluthistiocyten,1930,Über den Abbau der Bluthistiocyten
479,Über den Ort der Pigmentbildung,1930,Über den Ort der Pigmentbildung
480,Über eine Mißbildung am Urogenitalsystem des männlichen Meerschweinchens,1930,Über eine Mißbildung am Urogenitalsystem des männlichen Meerschweinchens
481,Über experimentelle Fixierung von Geschlechtsmerkmalen beim Säugetier,1930,Über experimentelle Fixierung von Geschlechtsmerkmalen beim Säugetier
482,Über die endokrine Funktion des homoio-transplantierten Eierstocks und die Fundamentalgesetze der ovariellen Dynamik,1930,Über die endokrine Funktion des homoio-transplantierten Eierstocks und die Fundamentalgesetze der ovariellen Dynamik
483,Über Verödung der Hodenkanälchen,1930,Über Verödung der Hodenkanälchen
484,Über die neue Fettsäuren-Bestimmungsmethode nach W. R. Bloor und über die Jodzahlbestimmung von Organfetten,1930,Über die neue Fettsäuren-Bestimmungsmethode nach W. R. Bloor und über die Jodzahlbestimmung von Organfetten
485,Über den Kupfergehalt menschlicher Organe,1930,Über den Kupfergehalt menschlicher Organe
486,Aseptische Entzündungsversuche an lymphoidem Gewebe,1930,Aseptische Entzündungsversuche an lymphoidem Gewebe
487,Muskelzerfall und Kernvermehrung im extremen Hungerzustande,1930,Muskelzerfall und Kernvermehrung im extremen Hungerzustande
488,Postoperative Veränderungen des Mineralstoff-bestandes des Blutes als Folge mechanischer Nervenschädigungen,1930,Postoperative Veränderungen des Mineralstoff-bestandes des Blutes als Folge mechanischer Nervenschädigungen
489,Über den Einfluß des weiblichen (Sexual-)Hormons Menformon auf das Federkleid der Vögel,1930,Über den Einfluß des weiblichen (Sexual-)Hormons Menformon auf das Federkleid der Vögel
490,Zur Meßmethode von männlichem Hormon,1930,Zur Meßmethode von männlichem Hormon
491,Über die Wirkung des Vagusstoffes und Acetylcholins auf die isolierte Kammer des Froschherzens,1930,Über die Wirkung des Vagusstoffes und Acetylcholins auf die isolierte Kammer des Froschherzens
492,Über ein Kalkdepot,1930,Über ein Kalkdepot
493,Zur Behandlung vereiterter Laparotomien,1930,Zur Behandlung vereiterter Laparotomien
494,Erzeugung künstlicher Pleuraverwachsungen,1930,Erzeugung künstlicher Pleuraverwachsungen
495,Histochemische Untersuchungen über die Ablagerungsweise von Gold und Blei innerhalb des Organismus,1930,Histochemische Untersuchungen über die Ablagerungsweise von Gold und Blei innerhalb des Organismus
496,Venomotorenzentrum und Venenreflexe,1930,Venomotorenzentrum und Venenreflexe
497,Die Therapie der Nebenhodentuberkulose und ihre Fernresultate,1930,Die Therapie der Nebenhodentuberkulose und ihre Fernresultate
498,Über Reizungs- und Erregungsstoffwechsel des Nervensystems,1930,Über Reizungs- und Erregungsstoffwechsel des Nervensystems
499,Untersuchungen über die galvanische Reaktion des Vestibularapparates bei der Taube,1930,Untersuchungen über die galvanische Reaktion des Vestibularapparates bei der Taube
500,Über die Leukocytose nach Zuführung von Pepton in den Darm und über den sog. aminoneutrophilen Koeffizienten,1930,Über die Leukocytose nach Zuführung von Pepton in den Darm und über den sog. aminoneutrophilen Koeffizienten
